ID,school,belong,support,hours,wellBe,support.c,hours.c
2093,35,2.125,2.912648221,12,0.5,0.021983426,0.701300461
2094,35,2,2.912648221,24,2.888888889,0.021983426,12.70130046
2095,35,3.625,2.912648221,13,1.666666667,0.021983426,1.701300461
2096,35,1.625,2.912648221,13,0.166666667,0.021983426,1.701300461
2097,35,3.75,2.912648221,16,2.666666667,0.021983426,4.701300461
2098,35,2.75,2.912648221,24,0.666666667,0.021983426,12.70130046
2099,35,4.625,2.912648221,14,2.444444444,0.021983426,2.701300461
2100,35,4.375,2.912648221,14,2.611111111,0.021983426,2.701300461
2101,35,2,2.912648221,13,3.333333333,0.021983426,1.701300461
2102,35,3.75,2.912648221,12,2.388888889,0.021983426,0.701300461
2103,35,4.125,2.912648221,12,2.555555556,0.021983426,0.701300461
2104,35,2.625,2.912648221,12,3.055555556,0.021983426,0.701300461
2105,35,4,2.912648221,12,3.888888889,0.021983426,0.701300461
2106,35,3.5,2.912648221,12,3.333333333,0.021983426,0.701300461
2107,35,2.375,2.912648221,20,2.111111111,0.021983426,8.701300461
2108,35,3.5,2.912648221,11,3,0.021983426,-0.298699539
2109,35,3.875,2.912648221,14,2.111111111,0.021983426,2.701300461
2110,35,3,2.912648221,12,2.833333333,0.021983426,0.701300461
2111,35,3.5,2.912648221,19,0.722222222,0.021983426,7.701300461
2112,35,3.875,2.912648221,10,2.833333333,0.021983426,-1.298699539
2113,35,3.75,2.912648221,13,1.5,0.021983426,1.701300461
2114,35,2.75,2.912648221,14,1.611111111,0.021983426,2.701300461
2115,35,3.875,2.912648221,9,3,0.021983426,-2.298699539
2116,35,4.125,2.912648221,10,3.722222222,0.021983426,-1.298699539
2117,35,4.875,2.912648221,12,3.777777778,0.021983426,0.701300461
2118,35,2,2.912648221,14,4.111111111,0.021983426,2.701300461
2119,35,3.75,2.912648221,13,1.611111111,0.021983426,1.701300461
2120,35,2.5,2.912648221,13,2,0.021983426,1.701300461
2121,35,3.125,2.912648221,13,2.833333333,0.021983426,1.701300461
2122,35,3.5,2.912648221,12,2.555555556,0.021983426,0.701300461
2123,35,2.875,2.912648221,14,2.611111111,0.021983426,2.701300461
2124,35,3.75,2.912648221,14,3,0.021983426,2.701300461
2125,35,4,2.912648221,18,3.055555556,0.021983426,6.701300461
2126,35,3.25,2.912648221,13,3.388888889,0.021983426,1.701300461
2127,35,3.5,2.912648221,12,1.722222222,0.021983426,0.701300461
2128,35,3,2.912648221,12,3.333333333,0.021983426,0.701300461
2129,35,3.125,2.912648221,14,2.388888889,0.021983426,2.701300461
2130,35,3.5,2.912648221,13,2.944444444,0.021983426,1.701300461
2131,35,1.5,2.912648221,14,3.888888889,0.021983426,2.701300461
2132,35,3.75,2.912648221,14,2.777777778,0.021983426,2.701300461
2133,35,3.25,2.912648221,15,3,0.021983426,3.701300461
2134,35,2.25,2.912648221,12,3.666666667,0.021983426,0.701300461
2135,35,2.375,2.912648221,14,3.5,0.021983426,2.701300461
2136,35,2.25,2.912648221,12,2.111111111,0.021983426,0.701300461
2137,35,3.75,2.912648221,12,2.833333333,0.021983426,0.701300461
2138,35,3.5,2.912648221,12,3.333333333,0.021983426,0.701300461
2139,35,2.875,2.912648221,12,3.846153846,0.021983426,0.701300461
2140,35,3.625,2.912648221,18,3.222222222,0.021983426,6.701300461
2141,35,3,2.912648221,12,2.333333333,0.021983426,0.701300461
2142,35,3.625,2.912648221,12,4,0.021983426,0.701300461
2143,35,1.875,2.912648221,12,3,0.021983426,0.701300461
2144,35,2.625,2.912648221,12,2.5,0.021983426,0.701300461
2145,35,3.5,2.912648221,13,3.666666667,0.021983426,1.701300461
2146,35,1.25,2.912648221,13,2.944444444,0.021983426,1.701300461
2147,35,3,2.912648221,11,2.888888889,0.021983426,-0.298699539
2148,35,2,2.912648221,15,1.888888889,0.021983426,3.701300461
2149,35,1.875,2.912648221,16,1.555555556,0.021983426,4.701300461
2150,35,4.625,2.912648221,12,1.833333333,0.021983426,0.701300461
2151,35,4.375,2.912648221,12,1.722222222,0.021983426,0.701300461
2152,35,4.125,2.912648221,13,1.555555556,0.021983426,1.701300461
2153,35,4.625,2.912648221,12,3.222222222,0.021983426,0.701300461
2154,35,4.625,2.912648221,12,3.277777778,0.021983426,0.701300461
2155,35,4,2.912648221,12,1.611111111,0.021983426,0.701300461
2156,35,4,2.912648221,12,3.666666667,0.021983426,0.701300461
2157,35,4.875,2.912648221,12,2.777777778,0.021983426,0.701300461
2158,35,1.75,2.912648221,24,1.388888889,0.021983426,12.70130046
2159,35,1,2.912648221,11,3.5,0.021983426,-0.298699539
2160,35,4,2.912648221,12,2.333333333,0.021983426,0.701300461
2161,35,4,2.912648221,12,4.111111111,0.021983426,0.701300461
2162,35,3.625,2.912648221,12,2.722222222,0.021983426,0.701300461
2163,35,4.625,2.912648221,12,3.611111111,0.021983426,0.701300461
2164,35,3.25,2.912648221,12,2.333333333,0.021983426,0.701300461
2165,35,2.5,2.912648221,12,1.833333333,0.021983426,0.701300461
2166,35,3.25,2.912648221,13,2.444444444,0.021983426,1.701300461
2167,35,3.5,2.912648221,12,4,0.021983426,0.701300461
2168,35,4,2.912648221,12,1,0.021983426,0.701300461
2169,35,3,2.912648221,8,3.444444444,0.021983426,-3.298699539
2170,35,3.875,2.912648221,11,2.5,0.021983426,-0.298699539
2171,35,3.5,2.912648221,12,3.166666667,0.021983426,0.701300461
2172,35,1,2.912648221,10,0,0.021983426,-1.298699539
2173,35,3,2.912648221,16,1,0.021983426,4.701300461
2174,35,2.875,2.912648221,11,2.111111111,0.021983426,-0.298699539
2175,35,2,2.912648221,15,3.5,0.021983426,3.701300461
2176,35,2,2.912648221,12,0.166666667,0.021983426,0.701300461
2177,35,3.5,2.912648221,14,3,0.021983426,2.701300461
2178,35,2.125,2.912648221,12,3.333333333,0.021983426,0.701300461
2179,35,2.875,2.912648221,13,2.5,0.021983426,1.701300461
2180,35,3.5,2.912648221,16,1.833333333,0.021983426,4.701300461
2181,36,1.833333333,3.189019608,12,2.055555556,0.298354813,0.701300461
2182,36,2.875,3.189019608,11,3.555555556,0.298354813,-0.298699539
2183,36,3.625,3.189019608,10,3,0.298354813,-1.298699539
2184,36,3.375,3.189019608,14,3.222222222,0.298354813,2.701300461
2185,36,2.125,3.189019608,13,2.666666667,0.298354813,1.701300461
2186,36,3.25,3.189019608,12,2.666666667,0.298354813,0.701300461
2187,36,4.375,3.189019608,12,3.722222222,0.298354813,0.701300461
2188,36,4.5,3.189019608,10,3.777777778,0.298354813,-1.298699539
2189,36,3.125,3.189019608,10,2.111111111,0.298354813,-1.298699539
2190,36,3.5,3.189019608,14,3.833333333,0.298354813,2.701300461
2191,36,3.25,3.189019608,8,3.833333333,0.298354813,-3.298699539
2192,36,4.5,3.189019608,9,4.277777778,0.298354813,-2.298699539
2193,36,2.625,3.189019608,12,2.777777778,0.298354813,0.701300461
2194,36,3.125,3.189019608,18,2.5,0.298354813,6.701300461
2195,36,3,3.189019608,12,3.5,0.298354813,0.701300461
2196,36,3.75,3.189019608,12,2.444444444,0.298354813,0.701300461
2197,36,4,3.189019608,14,3.277777778,0.298354813,2.701300461
2198,36,3.875,3.189019608,12,1.166666667,0.298354813,0.701300461
2199,36,3.75,3.189019608,14,2.5,0.298354813,2.701300461
2200,36,4.75,3.189019608,14,3.222222222,0.298354813,2.701300461
2201,36,2.875,3.189019608,12,4,0.298354813,0.701300461
2202,36,3.875,3.189019608,9,3.388888889,0.298354813,-2.298699539
2203,36,3.125,3.189019608,10,3.722222222,0.298354813,-1.298699539
2204,36,3.5,3.189019608,13,3.722222222,0.298354813,1.701300461
2205,36,4,3.189019608,15,4.444444444,0.298354813,3.701300461
2206,36,1,3.189019608,11,0.388888889,0.298354813,-0.298699539
2207,36,2.375,3.189019608,15,1.111111111,0.298354813,3.701300461
2208,36,3,3.189019608,13,4.277777778,0.298354813,1.701300461
2209,36,4.75,3.189019608,13,3.055555556,0.298354813,1.701300461
2210,36,5,3.189019608,11,4,0.298354813,-0.298699539
2211,36,3,3.189019608,13,3.722222222,0.298354813,1.701300461
2212,36,3.875,3.189019608,12,1.944444444,0.298354813,0.701300461
2213,36,4.125,3.189019608,13,3.277777778,0.298354813,1.701300461
2214,36,2,3.189019608,12,3.555555556,0.298354813,0.701300461
2215,36,4,3.189019608,15,3.055555556,0.298354813,3.701300461
2216,36,4.375,3.189019608,10,0.944444444,0.298354813,-1.298699539
2217,36,3,3.189019608,15,2.444444444,0.298354813,3.701300461
2218,36,3.25,3.189019608,9,3.5,0.298354813,-2.298699539
2219,36,3,3.189019608,13,2.722222222,0.298354813,1.701300461
2220,36,4,3.189019608,10,3.833333333,0.298354813,-1.298699539
2221,36,3.5,3.189019608,10,1.833333333,0.298354813,-1.298699539
2222,36,2.75,3.189019608,10,1.111111111,0.298354813,-1.298699539
2223,36,3.75,3.189019608,11,4.222222222,0.298354813,-0.298699539
2224,36,4,3.189019608,12,4.333333333,0.298354813,0.701300461
2225,36,2,3.189019608,12,3.388888889,0.298354813,0.701300461
2226,36,3,3.189019608,10,2.444444444,0.298354813,-1.298699539
2227,36,2.25,3.189019608,15,2.611111111,0.298354813,3.701300461
2228,36,3.5,3.189019608,12,2.888888889,0.298354813,0.701300461
2229,36,4,3.189019608,10,2.666666667,0.298354813,-1.298699539
2230,36,3,3.189019608,13,4.166666667,0.298354813,1.701300461
2231,36,3.5,3.189019608,13,2.117647059,0.298354813,1.701300461
2232,36,2.5,3.189019608,12,2.333333333,0.298354813,0.701300461
2233,36,3.5,3.189019608,9,3.888888889,0.298354813,-2.298699539
2234,36,3.625,3.189019608,14,2.444444444,0.298354813,2.701300461
2235,36,2.375,3.189019608,13,1.944444444,0.298354813,1.701300461
2236,36,3.25,3.189019608,11,2.428571429,0.298354813,-0.298699539
2237,36,2.875,3.189019608,12,2.833333333,0.298354813,0.701300461
2238,36,3.5,3.189019608,14,2.055555556,0.298354813,2.701300461
2239,36,3,3.189019608,12,2.722222222,0.298354813,0.701300461
2240,36,1,3.189019608,10,3.055555556,0.298354813,-1.298699539
2241,36,2,3.189019608,16,2.777777778,0.298354813,4.701300461
2242,36,1,3.189019608,12,2.388888889,0.298354813,0.701300461
2243,36,2.125,3.189019608,13,4.555555556,0.298354813,1.701300461
2244,36,3,3.189019608,9,1.388888889,0.298354813,-2.298699539
2245,36,4,3.189019608,10,2.411764706,0.298354813,-1.298699539
2246,36,4.875,3.189019608,12,2.5,0.298354813,0.701300461
2247,36,3.5,3.189019608,14,2.055555556,0.298354813,2.701300461
2248,36,3.875,3.189019608,12,3.222222222,0.298354813,0.701300461
2249,36,4.25,3.189019608,8,5,0.298354813,-3.298699539
2250,36,4,3.189019608,14,3.944444444,0.298354813,2.701300461
2251,36,2,3.189019608,19,2.176470588,0.298354813,7.701300461
2252,36,2.5,3.189019608,13,1.388888889,0.298354813,1.701300461
2253,36,2,3.189019608,14,3.166666667,0.298354813,2.701300461
2254,36,2.875,3.189019608,14,1.722222222,0.298354813,2.701300461
2255,36,2.625,3.189019608,12,2.777777778,0.298354813,0.701300461
2256,36,3,3.189019608,12,3.166666667,0.298354813,0.701300461
2257,36,2.75,3.189019608,13,1.388888889,0.298354813,1.701300461
2258,36,3.75,3.189019608,12,2.666666667,0.298354813,0.701300461
2259,36,4,3.189019608,10,4.166666667,0.298354813,-1.298699539
2260,36,3.625,3.189019608,10,3.111111111,0.298354813,-1.298699539
2261,36,4.625,3.189019608,12,3.411764706,0.298354813,0.701300461
2262,36,3.125,3.189019608,13,2.222222222,0.298354813,1.701300461
2263,36,3.625,3.189019608,11,3,0.298354813,-0.298699539
2264,36,1.5,3.189019608,15,2.055555556,0.298354813,3.701300461
2265,36,3.75,3.189019608,10,3.222222222,0.298354813,-1.298699539
2266,37,3.5,2.688435374,14,2.611111111,-0.202229421,2.701300461
2267,37,1,2.688435374,12,3.555555556,-0.202229421,0.701300461
2268,37,4.25,2.688435374,14,3.555555556,-0.202229421,2.701300461
2269,37,2.714285714,2.688435374,14,2.888888889,-0.202229421,2.701300461
2270,37,3.625,2.688435374,11,3.611111111,-0.202229421,-0.298699539
2271,37,3.375,2.688435374,11,3.055555556,-0.202229421,-0.298699539
2272,37,1.25,2.688435374,12,1.888888889,-0.202229421,0.701300461
2273,37,4.25,2.688435374,15,1.277777778,-0.202229421,3.701300461
2274,37,4,2.688435374,24,1.833333333,-0.202229421,12.70130046
2275,37,2,2.688435374,12,3.777777778,-0.202229421,0.701300461
2276,37,3.5,2.688435374,15,0.388888889,-0.202229421,3.701300461
2277,37,1,2.688435374,12,0.777777778,-0.202229421,0.701300461
2278,37,2.375,2.688435374,12,2.388888889,-0.202229421,0.701300461
2279,37,2.75,2.688435374,10,1.666666667,-0.202229421,-1.298699539
2280,37,3.125,2.688435374,13,2.333333333,-0.202229421,1.701300461
2281,37,3.75,2.688435374,12,2.222222222,-0.202229421,0.701300461
2282,37,2.142857143,2.688435374,11,1.944444444,-0.202229421,-0.298699539
2283,37,3.125,2.688435374,11,3.333333333,-0.202229421,-0.298699539
2284,37,3.625,2.688435374,12,3.777777778,-0.202229421,0.701300461
2285,37,4,2.688435374,11,3.111111111,-0.202229421,-0.298699539
2286,37,3.5,2.688435374,12,2.5,-0.202229421,0.701300461
2287,37,3.125,2.688435374,11,2.444444444,-0.202229421,-0.298699539
2288,37,3.75,2.688435374,12,1.777777778,-0.202229421,0.701300461
2289,37,4.125,2.688435374,13,1.777777778,-0.202229421,1.701300461
2290,37,2.75,2.688435374,12,1.611111111,-0.202229421,0.701300461
2291,37,3.625,2.688435374,15,3.055555556,-0.202229421,3.701300461
2292,37,2.75,2.688435374,10,3.055555556,-0.202229421,-1.298699539
2293,37,2.875,2.688435374,12,1.5,-0.202229421,0.701300461
2294,37,2.5,2.688435374,10,0.944444444,-0.202229421,-1.298699539
2295,37,3.875,2.688435374,11,2.555555556,-0.202229421,-0.298699539
2296,37,3.875,2.688435374,11,2.833333333,-0.202229421,-0.298699539
2297,37,4.125,2.688435374,11,3.722222222,-0.202229421,-0.298699539
2298,37,3.5,2.688435374,12,2.388888889,-0.202229421,0.701300461
2299,37,3.25,2.688435374,11,3.277777778,-0.202229421,-0.298699539
2300,37,3.875,2.688435374,11,2.705882353,-0.202229421,-0.298699539
2301,37,4,2.688435374,14,2.222222222,-0.202229421,2.701300461
2302,37,3.375,2.688435374,13,1.944444444,-0.202229421,1.701300461
2303,37,5,2.688435374,14,1.833333333,-0.202229421,2.701300461
2304,37,4,2.688435374,11,2.055555556,-0.202229421,-0.298699539
2305,37,4,2.688435374,11,3.111111111,-0.202229421,-0.298699539
2306,37,3.625,2.688435374,12,3.555555556,-0.202229421,0.701300461
2307,37,4.125,2.688435374,11,3,-0.202229421,-0.298699539
2308,37,4,2.688435374,12,3.722222222,-0.202229421,0.701300461
2309,37,4.625,2.688435374,15,2,-0.202229421,3.701300461
2310,37,3.25,2.688435374,12,1.666666667,-0.202229421,0.701300461
2311,37,3.875,2.688435374,15,2.055555556,-0.202229421,3.701300461
2312,37,3.75,2.688435374,12,2.666666667,-0.202229421,0.701300461
2313,37,3.75,2.688435374,11,3.222222222,-0.202229421,-0.298699539
2314,37,4,2.688435374,12,3.222222222,-0.202229421,0.701300461
2315,38,3,2.429951299,10,2.333333333,-0.460713496,-1.298699539
2316,38,2.333333333,2.429951299,10,2.944444444,-0.460713496,-1.298699539
2317,38,3.375,2.429951299,13,3.611111111,-0.460713496,1.701300461
2318,38,4.375,2.429951299,9,4.722222222,-0.460713496,-2.298699539
2319,38,1.25,2.429951299,11,2,-0.460713496,-0.298699539
2320,38,3.5,2.429951299,11,3.055555556,-0.460713496,-0.298699539
2321,38,2,2.429951299,10,2.722222222,-0.460713496,-1.298699539
2322,38,3,2.429951299,11,4.888888889,-0.460713496,-0.298699539
2323,38,3,2.429951299,10,2.666666667,-0.460713496,-1.298699539
2324,38,1.333333333,2.429951299,12,3.222222222,-0.460713496,0.701300461
2325,38,2.875,2.429951299,10,2.388888889,-0.460713496,-1.298699539
2326,38,3.375,2.429951299,12,3.444444444,-0.460713496,0.701300461
2327,38,2.5,2.429951299,10,2.722222222,-0.460713496,-1.298699539
2328,38,2.375,2.429951299,11,3.722222222,-0.460713496,-0.298699539
2329,38,3.75,2.429951299,11,3.277777778,-0.460713496,-0.298699539
2330,38,3.125,2.429951299,11,3.5,-0.460713496,-0.298699539
2331,38,3.375,2.429951299,12,2,-0.460713496,0.701300461
2332,38,3.5,2.429951299,12,2.333333333,-0.460713496,0.701300461
2333,38,4.375,2.429951299,9,3.055555556,-0.460713496,-2.298699539
2334,38,3,2.429951299,11,1.5,-0.460713496,-0.298699539
2335,38,3.625,2.429951299,12,2.777777778,-0.460713496,0.701300461
2336,38,3.875,2.429951299,11,1.166666667,-0.460713496,-0.298699539
2337,38,4.375,2.429951299,12,4.666666667,-0.460713496,0.701300461
2338,38,2.125,2.429951299,10,2.5,-0.460713496,-1.298699539
2339,38,3.875,2.429951299,10,3.555555556,-0.460713496,-1.298699539
2340,38,2.375,2.429951299,10,3.166666667,-0.460713496,-1.298699539
2341,38,3.25,2.429951299,10,2.944444444,-0.460713496,-1.298699539
2342,38,2.125,2.429951299,10,2.5,-0.460713496,-1.298699539
2343,38,3.5,2.429951299,11,3.777777778,-0.460713496,-0.298699539
2344,38,2.875,2.429951299,10,1.777777778,-0.460713496,-1.298699539
2345,38,3.25,2.429951299,10,2.666666667,-0.460713496,-1.298699539
2346,38,1.75,2.429951299,9,2.055555556,-0.460713496,-2.298699539
2347,38,3.428571429,2.429951299,10,3.888888889,-0.460713496,-1.298699539
2348,38,2.375,2.429951299,10,1.388888889,-0.460713496,-1.298699539
2349,38,3.875,2.429951299,10,4.277777778,-0.460713496,-1.298699539
2350,38,2.375,2.429951299,13,2.588235294,-0.460713496,1.701300461
2351,38,3.125,2.429951299,11,3.352941177,-0.460713496,-0.298699539
2352,38,4,2.429951299,11,2.722222222,-0.460713496,-0.298699539
2353,38,3,2.429951299,10,3.722222222,-0.460713496,-1.298699539
2354,38,3.625,2.429951299,12,1.611111111,-0.460713496,0.701300461
2355,38,3.875,2.429951299,11,3.888888889,-0.460713496,-0.298699539
2356,38,1,2.429951299,8,3.722222222,-0.460713496,-3.298699539
2357,38,2.375,2.429951299,10,2.833333333,-0.460713496,-1.298699539
2358,38,4.25,2.429951299,11,3.166666667,-0.460713496,-0.298699539
2359,38,2.5,2.429951299,11,3.888888889,-0.460713496,-0.298699539
2360,38,3,2.429951299,11,1.777777778,-0.460713496,-0.298699539
2361,38,3.285714286,2.429951299,8,3.666666667,-0.460713496,-3.298699539
2362,38,4,2.429951299,12,2.611111111,-0.460713496,0.701300461
2363,38,3.125,2.429951299,10,3.333333333,-0.460713496,-1.298699539
2364,38,2,2.429951299,11,3.333333333,-0.460713496,-0.298699539
2365,38,1.5,2.429951299,11,2.333333333,-0.460713496,-0.298699539
2366,38,2.571428571,2.429951299,11,2.388888889,-0.460713496,-0.298699539
2367,38,4.333333333,2.429951299,12,2.722222222,-0.460713496,0.701300461
2368,38,3.125,2.429951299,11,4.117647059,-0.460713496,-0.298699539
2369,38,2.125,2.429951299,12,2.388888889,-0.460713496,0.701300461
2370,38,3.5,2.429951299,11,2.833333333,-0.460713496,-0.298699539
2371,39,2.75,2.473361522,12,0.833333333,-0.417303273,0.701300461
2372,39,4.125,2.473361522,12,1.666666667,-0.417303273,0.701300461
2373,39,3.25,2.473361522,14,2.444444444,-0.417303273,2.701300461
2374,39,4,2.473361522,11,2.944444444,-0.417303273,-0.298699539
2375,39,3.25,2.473361522,13,3.277777778,-0.417303273,1.701300461
2376,39,4,2.473361522,13,2.333333333,-0.417303273,1.701300461
2377,39,2.75,2.473361522,13,1.722222222,-0.417303273,1.701300461
2378,39,3,2.473361522,12,3.388888889,-0.417303273,0.701300461
2379,39,1,2.473361522,8,4,-0.417303273,-3.298699539
2380,39,2.5,2.473361522,14,1.833333333,-0.417303273,2.701300461
2381,39,3.5,2.473361522,12,2.666666667,-0.417303273,0.701300461
2382,39,3.625,2.473361522,12,2.611111111,-0.417303273,0.701300461
2383,39,2.75,2.473361522,12,3,-0.417303273,0.701300461
2384,39,3.375,2.473361522,10,1.555555556,-0.417303273,-1.298699539
2385,39,1.75,2.473361522,22,2.230769231,-0.417303273,10.70130046
2386,39,2.625,2.473361522,9,3.833333333,-0.417303273,-2.298699539
2387,39,1,2.473361522,8,3.388888889,-0.417303273,-3.298699539
2388,39,4,2.473361522,12,3.666666667,-0.417303273,0.701300461
2389,39,2.5,2.473361522,13,2.833333333,-0.417303273,1.701300461
2390,39,3.25,2.473361522,12,2.833333333,-0.417303273,0.701300461
2391,39,4.375,2.473361522,12,3.777777778,-0.417303273,0.701300461
2392,39,3.375,2.473361522,14,2.166666667,-0.417303273,2.701300461
2393,39,2.875,2.473361522,15,1.333333333,-0.417303273,3.701300461
2394,39,3.25,2.473361522,13,3.111111111,-0.417303273,1.701300461
2395,39,3.25,2.473361522,10,3.222222222,-0.417303273,-1.298699539
2396,39,2.875,2.473361522,12,2.777777778,-0.417303273,0.701300461
2397,39,3.875,2.473361522,12,2.166666667,-0.417303273,0.701300461
2398,39,2.625,2.473361522,2,2.5,-0.417303273,-9.298699539
2399,39,2,2.473361522,12,2.333333333,-0.417303273,0.701300461
2400,39,1.625,2.473361522,14,1.166666667,-0.417303273,2.701300461
2401,39,2.625,2.473361522,14,1.833333333,-0.417303273,2.701300461
2402,39,3.5,2.473361522,12,2,-0.417303273,0.701300461
2403,39,3.5,2.473361522,12,2.588235294,-0.417303273,0.701300461
2404,39,2,2.473361522,12,2,-0.417303273,0.701300461
2405,39,2.875,2.473361522,12,1.388888889,-0.417303273,0.701300461
2406,39,2,2.473361522,10,1.166666667,-0.417303273,-1.298699539
2407,39,3,2.473361522,23,2.222222222,-0.417303273,11.70130046
2408,39,2.625,2.473361522,12,2.277777778,-0.417303273,0.701300461
2409,39,3.375,2.473361522,14,3.611111111,-0.417303273,2.701300461
2410,39,2,2.473361522,10,2.055555556,-0.417303273,-1.298699539
2411,39,4.125,2.473361522,12,3.444444444,-0.417303273,0.701300461
2412,39,4.375,2.473361522,14,2.277777778,-0.417303273,2.701300461
2413,39,2.875,2.473361522,18,1.444444444,-0.417303273,6.701300461
2414,40,3.75,3.248453283,12,3.333333333,0.357788488,0.701300461
2415,40,4,3.248453283,24,2.833333333,0.357788488,12.70130046
2416,40,3.5,3.248453283,12,1.5,0.357788488,0.701300461
2417,40,2.75,3.248453283,12,2.444444444,0.357788488,0.701300461
2418,40,3.75,3.248453283,14,3,0.357788488,2.701300461
2419,40,4.75,3.248453283,14,1.888888889,0.357788488,2.701300461
2420,40,4,3.248453283,12,3.444444444,0.357788488,0.701300461
2421,40,4,3.248453283,12,2.222222222,0.357788488,0.701300461
2422,40,1,3.248453283,11,1,0.357788488,-0.298699539
2423,40,1,3.248453283,15,2.666666667,0.357788488,3.701300461
2424,40,3.625,3.248453283,13,2,0.357788488,1.701300461
2425,40,3.125,3.248453283,13,2.277777778,0.357788488,1.701300461
2426,40,3,3.248453283,11,3.111111111,0.357788488,-0.298699539
2427,40,1.5,3.248453283,13,2.666666667,0.357788488,1.701300461
2428,40,2.5,3.248453283,9,2.055555556,0.357788488,-2.298699539
2429,40,3,3.248453283,11,2.777777778,0.357788488,-0.298699539
2430,40,3.375,3.248453283,13,2.666666667,0.357788488,1.701300461
2431,40,4,3.248453283,10,3.944444444,0.357788488,-1.298699539
2432,40,4,3.248453283,12,3.277777778,0.357788488,0.701300461
2433,40,3.625,3.248453283,12,3.222222222,0.357788488,0.701300461
2434,40,3.571428571,3.248453283,13,2.555555556,0.357788488,1.701300461
2435,40,1.625,3.248453283,15,1.166666667,0.357788488,3.701300461
2436,40,4.625,3.248453283,13,1.166666667,0.357788488,1.701300461
2437,40,3,3.248453283,12,2.333333333,0.357788488,0.701300461
2438,40,1,3.248453283,10,3.833333333,0.357788488,-1.298699539
2439,40,3.5,3.248453283,8,2.411764706,0.357788488,-3.298699539
2440,40,2.75,3.248453283,15,3.388888889,0.357788488,3.701300461
2441,40,2.75,3.248453283,8,1.333333333,0.357788488,-3.298699539
2442,40,2,3.248453283,12,3,0.357788488,0.701300461
2443,40,4.875,3.248453283,11,3.055555556,0.357788488,-0.298699539
2444,40,3.75,3.248453283,10,1.888888889,0.357788488,-1.298699539
2445,40,4.125,3.248453283,11,3.588235294,0.357788488,-0.298699539
2446,40,4,3.248453283,12,2.722222222,0.357788488,0.701300461
2447,40,1.625,3.248453283,12,2.444444444,0.357788488,0.701300461
2448,40,3.25,3.248453283,11,3.222222222,0.357788488,-0.298699539
2449,40,1.5,3.248453283,12,1.777777778,0.357788488,0.701300461
2450,40,1.75,3.248453283,14,2.888888889,0.357788488,2.701300461
2451,40,3,3.248453283,12,2.944444444,0.357788488,0.701300461
2452,40,3.25,3.248453283,9,3.555555556,0.357788488,-2.298699539
2453,40,2.875,3.248453283,12,1,0.357788488,0.701300461
2454,40,3.625,3.248453283,12,2.277777778,0.357788488,0.701300461
2455,40,3.375,3.248453283,24,3.5,0.357788488,12.70130046
2456,40,3.5,3.248453283,15,2.882352941,0.357788488,3.701300461
2457,40,3.75,3.248453283,16,2.888888889,0.357788488,4.701300461
2458,40,3.5,3.248453283,24,1.5,0.357788488,12.70130046
2459,40,2,3.248453283,12,4.5,0.357788488,0.701300461
2460,40,3.285714286,3.248453283,9,2.722222222,0.357788488,-2.298699539
2461,40,1.75,3.248453283,12,1.833333333,0.357788488,0.701300461
2462,40,1,3.248453283,10,2.777777778,0.357788488,-1.298699539
2463,40,2.5,3.248453283,12,3.166666667,0.357788488,0.701300461
2464,40,4.25,3.248453283,12,2.666666667,0.357788488,0.701300461
2465,40,4.333333333,3.248453283,10,1.384615385,0.357788488,-1.298699539
2466,40,3.875,3.248453283,12,3.833333333,0.357788488,0.701300461
2467,40,1.5,3.248453283,12,2.222222222,0.357788488,0.701300461
2468,40,2.25,3.248453283,11,1.666666667,0.357788488,-0.298699539
2469,40,3.625,3.248453283,10,1.555555556,0.357788488,-1.298699539
2470,40,3.75,3.248453283,12,2.666666667,0.357788488,0.701300461
2471,40,4.375,3.248453283,11,2.666666667,0.357788488,-0.298699539
2472,40,4.75,3.248453283,10,0.944444444,0.357788488,-1.298699539
2473,40,3.625,3.248453283,12,3.833333333,0.357788488,0.701300461
2474,40,4,3.248453283,13,3.5,0.357788488,1.701300461
2475,40,2.625,3.248453283,12,0.388888889,0.357788488,0.701300461
2476,40,3,3.248453283,14,2.388888889,0.357788488,2.701300461
2477,40,3.625,3.248453283,9,3.333333333,0.357788488,-2.298699539
2478,40,1.375,3.248453283,10,2.722222222,0.357788488,-1.298699539
2479,40,3.375,3.248453283,12,2.444444444,0.357788488,0.701300461
2480,40,3.75,3.248453283,15,2.555555556,0.357788488,3.701300461
2481,40,3.142857143,3.248453283,12,2.388888889,0.357788488,0.701300461
2482,40,2,3.248453283,12,4.166666667,0.357788488,0.701300461
2483,40,3.125,3.248453283,13,2.555555556,0.357788488,1.701300461
2484,40,4.857142857,3.248453283,12,1.944444444,0.357788488,0.701300461
2485,40,3.857142857,3.248453283,12,3.555555556,0.357788488,0.701300461
2486,40,3.714285714,3.248453283,13,3.5,0.357788488,1.701300461
2487,40,2.25,3.248453283,12,0.611111111,0.357788488,0.701300461
2488,40,3.625,3.248453283,11,3.277777778,0.357788488,-0.298699539
2489,40,3,3.248453283,10,2.444444444,0.357788488,-1.298699539
2490,40,4.75,3.248453283,10,4.166666667,0.357788488,-1.298699539
2491,40,3,3.248453283,12,2.111111111,0.357788488,0.701300461
2492,40,3.25,3.248453283,12,2.555555556,0.357788488,0.701300461
2493,40,1.875,3.248453283,12,1.333333333,0.357788488,0.701300461
